Marker	Genotype	Morex	Steptoe
wg464	dh085	1	0
wg464	dh086	0	1
wg464	dh087	0	1
wg464	dh088	1	0
wg464	dh089	1	0
wg464	dh090	1	0
wg464	dh091	0	1
wg464	dh092	1	0
wg464	dh093	0	1
wg464	dh094	0	1
wg464	dh095	1	0
wg464	dh096	1	0
wg464	dh097	0	1
wg464	dh098	0.595884	0.404116
wg464	dh099	0	1
wg464	dh100	0.025496	0.974504
wg464	dh101	0	1
wg464	dh102	1	0
wg464	dh103	1	0
wg464	dh104	0	1
wg464	dh105	1	0
wg464	dh106	0	1
wg464	dh107	1	0
wg464	dh108	1	0
wg464	dh109	0	1
wg464	dh110	0.950087	0.049913
wg464	dh111	1	0
wg464	dh112	1	0
wg464	dh113	1	0
wg464	dh114	0	1
wg464	dh115	0	1
wg464	dh116	0	1
wg464	dh117	1	0
wg464	dh118	1	0
wg464	dh119	1	0
wg464	dh120	0	1
wg464	dh121	1	0
wg464	dh122	0.974504	0.025496
wg464	dh123	1	0
wg464	dh124	0	1
wg464	dh125	1	0
wg464	dh126	0	1
wg464	dh127	1	0
wg464	dh128	1	0
wg464	dh129	0	1
wg464	dh130	0	1
wg464	dh131	0.974504	0.025496
wg464	dh132	1	0
wg464	dh133	1	0
wg464	dh134	1	0
wg464	dh135	1	0
wg464	dh136	0	1
wg464	dh137	1	0
wg464	dh138	1	0
wg464	dh139	0	1
wg464	dh140	1	0
wg464	dh141	0	1
wg464	dh142	0.974504	0.025496
wg464	dh143	0	1
wg464	dh144	0	1
wg464	dh145	0	1
wg464	dh146	0	1
wg464	dh147	0	1
wg464	dh148	1	0
wg464	dh149	1	0
wg464	dh150	0	1
abg472	dh001	1	0
abg472	dh002	1	0
abg472	dh003	1	0
abg472	dh004	1	0
abg472	dh005	0	1
abg472	dh006	1	0
abg472	dh007	1	0
abg472	dh008	1	0
abg472	dh009	0.477864	0.522136
abg472	dh010	0.477864	0.522136
abg472	dh011	1	0
abg472	dh012	0.400525	0.599475
abg472	dh013	0	1
abg472	dh014	1	0
abg472	dh015	1	0
abg472	dh016	0	1
abg472	dh017	0.040448	0.959552
abg472	dh018	1	0
abg472	dh019	0.477864	0.522136
abg472	dh020	1	0
abg472	dh021	1	0
abg472	dh022	0	1
abg472	dh023	0	1
abg472	dh024	1	0
abg472	dh025	0	1
abg472	dh026	1	0
abg472	dh027	0	1
abg472	dh028	1	0
abg472	dh029	1	0
abg472	dh030	1	0
abg472	dh031	1	0
abg472	dh032	0	1
abg472	dh033	0	1
abg472	dh034	0.959552	0.040448
abg472	dh035	0	1
abg472	dh036	0	1
abg472	dh037	0	1
abg472	dh038	0	1
abg472	dh039	1	0
abg472	dh040	1	0
abg472	dh041	1	0
abg472	dh042	0	1
abg472	dh043	0	1
abg472	dh044	0	1
abg472	dh045	0	1
abg472	dh046	1	0
abg472	dh047	1	0
abg472	dh048	0	1
abg472	dh049	0	1
abg472	dh050	0.477864	0.522136
abg472	dh051	1	0
abg472	dh052	0	1
abg472	dh053	0	1
abg472	dh054	0	1
abg472	dh055	0	1
abg472	dh056	1	0
abg472	dh057	0	1
abg472	dh058	0	1
abg472	dh059	0	1
abg472	dh060	0	1
abg472	dh061	1	0
abg472	dh062	0	1
abg472	dh063	1	0
abg472	dh064	0	1
abg472	dh065	1	0
abg472	dh066	0	1
abg472	dh067	0	1
abg472	dh068	1	0
abg472	dh069	1	0
abg472	dh070	0.959552	0.040448
abg472	dh071	0	1
abg472	dh072	1	0
abg472	dh073	1	0
abg472	dh074	1	0
abg472	dh075	0	1
abg472	dh076	1	0
abg472	dh077	1	0
abg472	dh078	0	1
abg472	dh079	1	0
abg472	dh080	1	0
abg472	dh081	1	0
abg472	dh082	1	0
abg472	dh083	1	0
abg472	dh084	1	0
abg472	dh085	1	0
abg472	dh086	0	1
abg472	dh087	0	1
abg472	dh088	0	1
abg472	dh089	1	0
abg472	dh090	0	1
abg472	dh091	0	1
abg472	dh092	1	0
abg472	dh093	0	1
abg472	dh094	0	1
abg472	dh095	1	0
abg472	dh096	1	0
abg472	dh097	0	1
abg472	dh098	0	1
abg472	dh099	1	0
abg472	dh100	0	1
abg472	dh101	0	1
abg472	dh102	0	1
abg472	dh103	1	0
abg472	dh104	0	1
abg472	dh105	1	0
abg472	dh106	0	1
abg472	dh107	1	0
abg472	dh108	1	0
abg472	dh109	0	1
abg472	dh110	0.93551	0.06449
abg472	dh111	1	0
abg472	dh112	1	0
abg472	dh113	1	0
abg472	dh114	1	0
abg472	dh115	1	0
abg472	dh116	1	0
abg472	dh117	1	0
abg472	dh118	1	0
abg472	dh119	0	1
abg472	dh120	0	1
abg472	dh121	1	0
abg472	dh122	1	0
abg472	dh123	1	0
abg472	dh124	0	1
abg472	dh125	1	0
abg472	dh126	0	1
abg472	dh127	1	0
abg472	dh128	1	0
abg472	dh129	1	0
abg472	dh130	0	1
abg472	dh131	1	0
abg472	dh132	1	0
abg472	dh133	1	0
abg472	dh134	1	0
abg472	dh135	1	0
abg472	dh136	0	1
abg472	dh137	1	0
abg472	dh138	1	0
abg472	dh139	0	1
abg472	dh140	1	0
abg472	dh141	0	1
abg472	dh142	1	0
abg472	dh143	0	1
abg472	dh144	0	1
abg472	dh145	0	1
abg472	dh146	0	1
abg472	dh147	0	1
abg472	dh148	1	0
abg472	dh149	1	0
abg472	dh150	1	0
abg500b	dh001	1	0
abg500b	dh002	1	0
abg500b	dh003	1	0
abg500b	dh004	1	0
abg500b	dh005	0	1
abg500b	dh006	1	0
abg500b	dh007	0	1
abg500b	dh008	1	0
abg500b	dh009	1	0
abg500b	dh010	1	0
abg500b	dh011	1	0
abg500b	dh012	0	1
abg500b	dh013	0	1
abg500b	dh014	1	0
abg500b	dh015	1	0
abg500b	dh016	0	1
abg500b	dh017	0	1
abg500b	dh018	1	0
abg500b	dh019	1	0
abg500b	dh020	1	0
abg500b	dh021	1	0
abg500b	dh022	0	1
abg500b	dh023	0	1
abg500b	dh024	1	0
abg500b	dh025	0	1
abg500b	dh026	0	1
abg500b	dh027	0	1
abg500b	dh028	1	0
abg500b	dh029	0	1
abg500b	dh030	1	0
abg500b	dh031	1	0
abg500b	dh032	0.579507	0.420493
abg500b	dh033	0	1
abg500b	dh034	1	0
abg500b	dh035	0	1
abg500b	dh036	0	1
abg500b	dh037	0	1
abg500b	dh038	0	1
abg500b	dh039	1	0
abg500b	dh040	1	0
abg500b	dh041	0	1
abg500b	dh042	0	1
abg500b	dh043	0	1
abg500b	dh044	0	1
abg500b	dh045	0	1
abg500b	dh046	1	0
abg500b	dh047	1	0
abg500b	dh048	0	1
abg500b	dh049	0	1
abg500b	dh050	1	0
abg500b	dh051	1	0
abg500b	dh052	0	1
abg500b	dh053	0	1
abg500b	dh054	0	1
abg500b	dh055	0	1
abg500b	dh056	1	0
abg500b	dh057	1	0
abg500b	dh058	0	1
abg500b	dh059	0	1
abg500b	dh060	0	1
abg500b	dh061	1	0
abg500b	dh062	0	1
abg500b	dh063	1	0
abg500b	dh064	1	0
abg500b	dh065	1	0
abg500b	dh066	0	1
abg500b	dh067	0	1
abg500b	dh068	1	0
abg500b	dh069	1	0
abg500b	dh070	1	0
abg500b	dh071	0	1
abg500b	dh072	1	0
abg500b	dh073	1	0
abg500b	dh074	1	0
abg500b	dh075	0.032339	0.967661
abg500b	dh076	1	0
abg500b	dh077	1	0
abg500b	dh078	1	0
abg500b	dh079	1	0
abg500b	dh080	1	0
abg500b	dh081	0	1
abg500b	dh082	1	0
abg500b	dh083	1	0
abg500b	dh084	1	0
abg500b	dh085	1	0
abg500b	dh086	1	0
abg500b	dh087	1	0
abg500b	dh088	0	1
abg500b	dh089	1	0
abg500b	dh090	0.032339	0.967661
abg500b	dh091	1	0
abg500b	dh092	1	0
abg500b	dh093	1	0
abg500b	dh094	0	1
abg500b	dh095	1	0
abg500b	dh096	1	0
abg500b	dh097	0	1
abg500b	dh098	0	1
abg500b	dh099	1	0
abg500b	dh100	0	1
abg500b	dh101	0	1
abg500b	dh102	0	1
abg500b	dh103	1	0
abg500b	dh104	1	0
abg500b	dh105	0	1
abg500b	dh106	1	0
abg500b	dh107	1	0
abg500b	dh108	0	1
abg500b	dh109	1	0
abg500b	dh110	1	0
abg500b	dh111	1	0
abg500b	dh112	1	0
abg500b	dh113	1	0
abg500b	dh114	1	0
abg500b	dh115	1	0
abg500b	dh116	1	0
abg500b	dh117	1	0
abg500b	dh118	1	0
abg500b	dh119	0	1
abg500b	dh120	1	0
abg500b	dh121	1	0
abg500b	dh122	0	1
abg500b	dh123	1	0
abg500b	dh124	0	1
abg500b	dh125	1	0
abg500b	dh126	0	1
abg500b	dh127	1	0
abg500b	dh128	1	0
abg500b	dh129	1	0
abg500b	dh130	1	0
abg500b	dh131	1	0
abg500b	dh132	1	0
abg500b	dh133	1	0
abg500b	dh134	1	0
abg500b	dh135	1	0
abg500b	dh136	1	0
abg500b	dh137	0.420493	0.579507
abg500b	dh138	1	0
abg500b	dh139	0	1
abg500b	dh140	1	0
abg500b	dh141	0	1
abg500b	dh142	1	0
abg500b	dh143	0	1
abg500b	dh144	0	1
abg500b	dh145	0	1
abg500b	dh146	1	0
abg500b	dh147	0	1
abg500b	dh148	1	0
abg500b	dh149	1	0
abg500b	dh150	1	0
abg397	dh001	1	0
abg397	dh002	0	1
abg397	dh003	1	0
abg397	dh004	1	0
abg397	dh005	0	1
abg397	dh006	1	0
abg397	dh007	0	1
abg397	dh008	1	0
abg397	dh009	1	0
abg397	dh010	1	0
abg397	dh011	0.86526	0.13474
abg397	dh012	0	1
abg397	dh013	0	1
abg397	dh014	1	0
abg397	dh015	1	0
abg397	dh016	0	1
abg397	dh017	0	1
abg397	dh018	0	1
abg397	dh019	1	0
abg397	dh020	1	0
abg397	dh021	1	0
abg397	dh022	0	1
abg397	dh023	0	1
abg397	dh024	1	0
abg397	dh025	0	1
abg397	dh026	0	1
abg397	dh027	1	0
abg397	dh028	1	0
abg397	dh029	0	1
abg397	dh030	1	0
abg397	dh031	1	0
abg397	dh032	1	0
abg397	dh033	0	1
abg397	dh034	1	0
abg397	dh035	0	1
abg397	dh036	0	1
abg397	dh037	0	1
abg397	dh038	0	1
abg397	dh039	1	0
abg397	dh040	1	0
abg397	dh041	0	1
abg397	dh042	0	1
abg397	dh043	0	1
abg397	dh044	0	1
abg397	dh045	0	1
abg397	dh046	1	0
abg397	dh047	1	0
abg397	dh048	0	1
abg397	dh049	0	1
abg397	dh050	1	0
abg397	dh051	1	0
abg397	dh052	0	1
abg397	dh053	0	1
abg397	dh054	0	1
abg397	dh055	0	1
abg397	dh056	1	0
abg397	dh057	1	0
abg397	dh058	0	1
abg397	dh059	0	1
abg397	dh060	0	1
abg397	dh061	0.953125	0.046875
abg397	dh062	0	1
abg397	dh063	1	0
abg397	dh064	1	0
abg397	dh065	1	0
abg397	dh066	0.330239	0.669761
abg397	dh067	0	1
abg397	dh068	1	0
abg397	dh069	1	0
abg397	dh070	0	1
abg397	dh071	0	1
abg397	dh072	1	0
abg397	dh073	1	0
abg397	dh074	1	0
abg397	dh075	0	1
abg397	dh076	1	0
abg397	dh077	1	0
abg397	dh078	1	0
abg397	dh079	1	0
abg397	dh080	1	0
abg397	dh081	0	1
abg397	dh082	1	0
abg397	dh083	1	0
abg397	dh084	1	0
abg397	dh085	1	0
abg397	dh086	1	0
abg397	dh087	0.669761	0.330239
abg397	dh088	0	1
abg397	dh089	1	0
abg397	dh090	0	1
abg397	dh091	1	0
abg397	dh092	0	1
abg397	dh093	1	0
abg397	dh094	0	1
abg397	dh095	1	0
abg397	dh096	1	0
abg397	dh097	0	1
abg397	dh098	0	1
abg397	dh099	1	0
abg397	dh100	0	1
abg397	dh101	0	1
abg397	dh102	0	1
abg397	dh103	1	0
abg397	dh104	1	0
abg397	dh105	0	1
abg397	dh106	1	0
abg397	dh107	1	0
abg397	dh108	1	0
abg397	dh109	1	0
abg397	dh110	1	0
abg397	dh111	1	0
abg397	dh112	0	1
abg397	dh113	1	0
abg397	dh114	1	0
abg397	dh115	1	0
abg397	dh116	1	0
abg397	dh117	1	0
abg397	dh118	1	0
abg397	dh119	0	1
abg397	dh120	1	0
abg397	dh121	1	0
abg397	dh122	0	1
abg397	dh123	0	1
abg397	dh124	0	1
abg397	dh125	1	0
abg397	dh126	0	1
abg397	dh127	1	0
abg397	dh128	1	0
abg397	dh129	1	0
abg397	dh130	1	0
abg397	dh131	1	0
abg397	dh132	0	1
abg397	dh133	1	0
abg397	dh134	0	1
abg397	dh135	1	0
abg397	dh136	1	0
abg397	dh137	0	1
abg397	dh138	1	0
abg397	dh139	0	1
abg397	dh140	1	0
abg397	dh141	0	1
abg397	dh142	1	0
abg397	dh143	0	1
abg397	dh144	0	1
abg397	dh145	0	1
abg397	dh146	1	0
abg397	dh147	0	1
abg397	dh148	1	0
abg397	dh149	1	0
abg397	dh150	1	0
bmy1	dh001	1	0
bmy1	dh002	0	1
bmy1	dh003	0	1
bmy1	dh004	0	1
bmy1	dh005	0	1
bmy1	dh006	1	0
bmy1	dh007	0	1
bmy1	dh008	0.759981	0.240019
bmy1	dh009	0.759981	0.240019
bmy1	dh010	0.759981	0.240019
bmy1	dh011	0.689921	0.310079
bmy1	dh012	0.240019	0.759981
bmy1	dh013	0.240019	0.759981
bmy1	dh014	1	0
bmy1	dh015	1	0
bmy1	dh016	0.240019	0.759981
bmy1	dh017	0.240019	0.759981
bmy1	dh018	0.240019	0.759981
bmy1	dh019	0.759981	0.240019
bmy1	dh020	0.759981	0.240019
bmy1	dh021	0.051074	0.948926
bmy1	dh022	0	1
bmy1	dh023	1	0
bmy1	dh024	0	1
bmy1	dh025	0	1
bmy1	dh026	0	1
bmy1	dh027	1	0
bmy1	dh028	0	1
bmy1	dh029	0	1
bmy1	dh030	0	1
bmy1	dh031	0	1
bmy1	dh032	1	0
bmy1	dh033	0	1
bmy1	dh034	0	1
bmy1	dh035	0	1
bmy1	dh036	1	0
bmy1	dh037	0	1
bmy1	dh038	1	0
bmy1	dh039	0	1
bmy1	dh040	1	0
bmy1	dh041	0	1
bmy1	dh042	1	0
bmy1	dh043	0	1
bmy1	dh044	1	0
bmy1	dh045	0	1
bmy1	dh046	0	1
bmy1	dh047	1	0
bmy1	dh048	0	1
bmy1	dh049	1	0
bmy1	dh050	1	0
bmy1	dh051	1	0
bmy1	dh052	0	1
bmy1	dh053	0	1
bmy1	dh054	0	1
bmy1	dh055	0	1
bmy1	dh056	1	0
bmy1	dh057	1	0
bmy1	dh058	0	1
bmy1	dh059	0	1
bmy1	dh060	0	1
bmy1	dh061	1	0
bmy1	dh062	0	1
bmy1	dh063	1	0
bmy1	dh064	1	0
bmy1	dh065	1	0
bmy1	dh066	1	0
bmy1	dh067	0	1
bmy1	dh068	1	0
bmy1	dh069	0	1
bmy1	dh070	0	1
bmy1	dh071	0	1
bmy1	dh072	1	0
bmy1	dh073	0	1
bmy1	dh074	1	0
bmy1	dh075	0	1
bmy1	dh076	1	0
bmy1	dh077	1	0
bmy1	dh078	1	0
bmy1	dh079	1	0
bmy1	dh080	1	0
bmy1	dh081	0	1
bmy1	dh082	1	0
bmy1	dh083	1	0
bmy1	dh084	1	0
bmy1	dh085	1	0
bmy1	dh086	0	1
bmy1	dh087	0	1
bmy1	dh088	0	1
bmy1	dh089	1	0
bmy1	dh090	1	0
bmy1	dh091	1	0
bmy1	dh092	0	1
bmy1	dh093	1	0
bmy1	dh094	1	0
bmy1	dh095	1	0
bmy1	dh096	1	0
bmy1	dh097	1	0
bmy1	dh098	1	0
bmy1	dh099	0	1
bmy1	dh100	0	1
bmy1	dh101	0	1
bmy1	dh102	0	1
bmy1	dh103	1	0
bmy1	dh104	1	0
bmy1	dh105	0	1
bmy1	dh106	0	1
bmy1	dh107	1	0
bmy1	dh108	1	0
bmy1	dh109	1	0
bmy1	dh110	1	0
bmy1	dh111	1	0
bmy1	dh112	0	1
bmy1	dh113	0	1
bmy1	dh114	1	0
bmy1	dh115	1	0
bmy1	dh116	1	0
bmy1	dh117	0	1
bmy1	dh118	0	1
bmy1	dh119	0	1
bmy1	dh120	1	0
bmy1	dh121	1	0
bmy1	dh122	0	1
bmy1	dh123	1	0
bmy1	dh124	0	1
bmy1	dh125	1	0
bmy1	dh126	0	1
bmy1	dh127	1	0
bmy1	dh128	1	0
bmy1	dh129	1	0
bmy1	dh130	0	1
bmy1	dh131	1	0
bmy1	dh132	0	1
bmy1	dh133	0	1
bmy1	dh134	0	1
bmy1	dh135	0	1
bmy1	dh136	0	1
bmy1	dh137	0	1
bmy1	dh138	0	1
bmy1	dh139	0	1
bmy1	dh140	0	1
bmy1	dh141	0	1
bmy1	dh142	1	0
bmy1	dh143	0	1
bmy1	dh144	0	1
bmy1	dh145	0	1
bmy1	dh146	1	0
bmy1	dh147	0	1
bmy1	dh148	1	0
bmy1	dh149	1	0
bmy1	dh150	0.99466	0.00534
ksuh11	dh001	0.983286	0.016714
ksuh11	dh002	0	1
ksuh11	dh003	0	1
ksuh11	dh004	0	1
ksuh11	dh005	0	1
ksuh11	dh006	0.983286	0.016714
ksuh11	dh007	0.016714	0.983286
ksuh11	dh008	0.75129	0.24871
ksuh11	dh009	0.75129	0.24871
ksuh11	dh010	0.75129	0.24871
ksuh11	dh011	0.683572	0.316428
ksuh11	dh012	0.24871	0.75129
ksuh11	dh013	0.24871	0.75129
ksuh11	dh014	0.983286	0.016714
ksuh11	dh015	0.983286	0.016714
ksuh11	dh016	0.24871	0.75129
ksuh11	dh017	0.24871	0.75129
ksuh11	dh018	0.24871	0.75129
ksuh11	dh019	0.75129	0.24871
ksuh11	dh020	0.75129	0.24871
ksuh11	dh021	0	1
ksuh11	dh022	0	1
ksuh11	dh023	1	0
ksuh11	dh024	0	1
ksuh11	dh025	0.016714	0.983286
ksuh11	dh026	0	1
ksuh11	dh027	1	0
ksuh11	dh028	0	1
ksuh11	dh029	0	1
ksuh11	dh030	0	1
ksuh11	dh031	0	1
ksuh11	dh032	1	0
ksuh11	dh033	0	1
ksuh11	dh034	0	1
ksuh11	dh035	0	1
ksuh11	dh036	1	0
ksuh11	dh037	0	1
ksuh11	dh038	1	0
ksuh11	dh039	0	1
ksuh11	dh040	1	0
ksuh11	dh041	0	1
ksuh11	dh042	1	0
ksuh11	dh043	0	1
ksuh11	dh044	1	0
ksuh11	dh045	0	1
ksuh11	dh046	0	1
ksuh11	dh047	1	0
ksuh11	dh048	0	1
ksuh11	dh049	1	0
ksuh11	dh050	0.983286	0.016714
ksuh11	dh051	1	0
ksuh11	dh052	0	1
ksuh11	dh053	0	1
ksuh11	dh054	0	1
ksuh11	dh055	0	1
ksuh11	dh056	1	0
ksuh11	dh057	1	0
ksuh11	dh058	0	1
ksuh11	dh059	0	1
ksuh11	dh060	0	1
ksuh11	dh061	0.983286	0.016714
ksuh11	dh062	0	1
ksuh11	dh063	1	0
ksuh11	dh064	0.983286	0.016714
ksuh11	dh065	1	0
ksuh11	dh066	1	0
ksuh11	dh067	0	1
ksuh11	dh068	1	0
ksuh11	dh069	0	1
ksuh11	dh070	0	1
ksuh11	dh071	1	0
ksuh11	dh072	0.983286	0.016714
ksuh11	dh073	0	1
ksuh11	dh074	1	0
ksuh11	dh075	0	1
ksuh11	dh076	1	0
ksuh11	dh077	1	0
ksuh11	dh078	1	0
ksuh11	dh079	1	0
ksuh11	dh080	1	0
ksuh11	dh081	0	1
ksuh11	dh082	1	0
ksuh11	dh083	1	0
ksuh11	dh084	1	0
ksuh11	dh085	1	0
ksuh11	dh086	0	1
ksuh11	dh087	0	1
ksuh11	dh088	0	1
ksuh11	dh089	1	0
ksuh11	dh090	1	0
ksuh11	dh091	1	0
ksuh11	dh092	0	1
ksuh11	dh093	1	0
ksuh11	dh094	1	0
ksuh11	dh095	1	0
ksuh11	dh096	1	0
ksuh11	dh097	1	0
ksuh11	dh098	1	0
ksuh11	dh099	0	1
ksuh11	dh100	0.016714	0.983286
ksuh11	dh101	0.016714	0.983286
ksuh11	dh102	0	1
ksuh11	dh103	1	0
ksuh11	dh104	1	0
ksuh11	dh105	0	1
ksuh11	dh106	0	1
ksuh11	dh107	1	0
ksuh11	dh108	0	1
ksuh11	dh109	0.983286	0.016714
ksuh11	dh110	0	1
ksuh11	dh111	0	1
ksuh11	dh112	0	1
ksuh11	dh113	0	1
ksuh11	dh114	1	0
ksuh11	dh115	1	0
ksuh11	dh116	1	0
ksuh11	dh117	0.016714	0.983286
ksuh11	dh118	0	1
ksuh11	dh119	0	1
ksuh11	dh120	1	0
ksuh11	dh121	1	0
ksuh11	dh122	0	1
ksuh11	dh123	1	0
ksuh11	dh124	0	1
ksuh11	dh125	1	0
ksuh11	dh126	0	1
ksuh11	dh127	1	0
ksuh11	dh128	1	0
ksuh11	dh129	1	0
ksuh11	dh130	0	1
ksuh11	dh131	1	0
ksuh11	dh132	0	1
ksuh11	dh133	0.016714	0.983286
ksuh11	dh134	0	1
ksuh11	dh135	0	1
ksuh11	dh136	0	1
ksuh11	dh137	0	1
ksuh11	dh138	0	1
ksuh11	dh139	0	1
ksuh11	dh140	0	1
ksuh11	dh141	0	1
ksuh11	dh142	1	0
ksuh11	dh143	0	1
ksuh11	dh144	0	1
ksuh11	dh145	0	1
ksuh11	dh146	1	0
ksuh11	dh147	0	1
ksuh11	dh148	1	0
ksuh11	dh149	1	0
ksuh11	dh150	1	0
aga6	dh001	0.97277	0.02723
aga6	dh002	0.02723	0.97277
aga6	dh003	0.97277	0.02723
aga6	dh004	0	1
aga6	dh005	0	1
aga6	dh006	0.97277	0.02723
aga6	dh007	0.02723	0.97277
aga6	dh008	0.97277	0.02723
aga6	dh009	0.07901	0.92099
aga6	dh010	0.02723	0.97277
aga6	dh011	1	0
aga6	dh012	0.02723	0.97277
aga6	dh013	0	1
aga6	dh014	0	1
aga6	dh015	0.02723	0.97277
aga6	dh016	0.97277	0.02723
aga6	dh017	1	0
aga6	dh018	0.02723	0.97277
aga6	dh019	0.02723	0.97277
aga6	dh020	0.02723	0.97277
aga6	dh021	1	0
aga6	dh022	0	1
aga6	dh023	1	0
aga6	dh024	0.02723	0.97277
aga6	dh025	0.02723	0.97277
aga6	dh026	0.97277	0.02723
aga6	dh027	0.97277	0.02723
aga6	dh028	1	0
aga6	dh029	0.02723	0.97277
aga6	dh030	0	1
aga6	dh031	0.97277	0.02723
aga6	dh032	1	0
aga6	dh033	0	1
aga6	dh034	0.97277	0.02723
aga6	dh035	0.97277	0.02723
aga6	dh036	0	1
aga6	dh037	0.97277	0.02723
aga6	dh038	1	0
aga6	dh039	0.02723	0.97277
aga6	dh040	0.97277	0.02723
aga6	dh041	0.02723	0.97277
aga6	dh042	0.02723	0.97277
aga6	dh043	1	0
aga6	dh044	1	0
aga6	dh045	0.02723	0.97277
aga6	dh046	0.97277	0.02723
aga6	dh047	0.02723	0.97277
aga6	dh048	0.02723	0.97277
aga6	dh049	0.97277	0.02723
aga6	dh050	0.97277	0.02723
aga6	dh051	0.97277	0.02723
aga6	dh052	0.97277	0.02723
aga6	dh053	0.02723	0.97277
aga6	dh054	0.97277	0.02723
aga6	dh055	0.97277	0.02723
aga6	dh056	0.02723	0.97277
aga6	dh057	0.97277	0.02723
aga6	dh058	0.02723	0.97277
aga6	dh059	0.97277	0.02723
aga6	dh060	0.02723	0.97277
aga6	dh061	0.97277	0.02723
aga6	dh062	0.02723	0.97277
aga6	dh063	0.02723	0.97277
aga6	dh064	0.02723	0.97277
aga6	dh065	0.97277	0.02723
aga6	dh066	0.97277	0.02723
aga6	dh067	0.97277	0.02723
aga6	dh068	0.97277	0.02723
aga6	dh069	0.97277	0.02723
aga6	dh070	0.02723	0.97277
aga6	dh071	0.02723	0.97277
aga6	dh072	0.02723	0.97277
aga6	dh073	0.02723	0.97277
aga6	dh074	0.97277	0.02723
aga6	dh075	0.02723	0.97277
aga6	dh076	1	0
aga6	dh077	0	1
aga6	dh078	1	0
aga6	dh079	1	0
aga6	dh080	0	1
aga6	dh081	1	0
aga6	dh082	0.02723	0.97277
aga6	dh083	1	0
aga6	dh084	0	1
aga6	dh085	1	0
aga6	dh086	0	1
aga6	dh087	0	1
aga6	dh088	0.97277	0.02723
aga6	dh089	1	0
aga6	dh090	0	1
aga6	dh091	0	1
aga6	dh092	0	1
aga6	dh093	0	1
aga6	dh094	0	1
aga6	dh095	0.02723	0.97277
aga6	dh096	1	0
aga6	dh097	0	1
aga6	dh098	0	1
aga6	dh099	0	1
aga6	dh100	0.92099	0.07901
aga6	dh101	0	1
aga6	dh102	1	0
aga6	dh103	0	1
aga6	dh104	1	0
aga6	dh105	0	1
aga6	dh106	0	1
aga6	dh107	0	1
aga6	dh108	0	1
aga6	dh109	0.02723	0.97277
aga6	dh110	1	0
aga6	dh111	1	0
aga6	dh112	1	0
aga6	dh113	0	1
aga6	dh114	0	1
aga6	dh115	0	1
aga6	dh116	1	0
aga6	dh117	1	0
aga6	dh118	1	0
aga6	dh119	0	1
aga6	dh120	0	1
aga6	dh121	1	0
aga6	dh122	0	1
aga6	dh123	1	0
aga6	dh124	1	0
aga6	dh125	0.02723	0.97277
aga6	dh126	0	1
aga6	dh127	0	1
aga6	dh128	1	0
aga6	dh129	0	1
aga6	dh130	1	0
aga6	dh131	1	0
aga6	dh132	1	0
aga6	dh133	1	0
aga6	dh134	1	0
aga6	dh135	1	0
aga6	dh136	1	0
aga6	dh137	1	0
aga6	dh138	0	1
aga6	dh139	1	0
aga6	dh140	0	1
aga6	dh141	1	0
aga6	dh142	1	0
aga6	dh143	0	1
aga6	dh144	0	1
aga6	dh145	1	0
aga6	dh146	1	0
aga6	dh147	0	1
aga6	dh148	0.02723	0.97277
aga6	dh149	0.97277	0.02723
aga6	dh150	0.92099	0.07901
hor2	dh001	1	0
hor2	dh002	0	1
hor2	dh003	1	0
hor2	dh004	0	1
hor2	dh005	0	1
hor2	dh006	1	0
hor2	dh007	0	1
hor2	dh008	1	0
hor2	dh009	0.054762	0.945238
hor2	dh010	0	1
hor2	dh011	0.998381	0.001619
hor2	dh012	0	1
hor2	dh013	0	1
hor2	dh014	0	1
hor2	dh015	0	1
hor2	dh016	1	0
hor2	dh017	0.998381	0.001619
hor2	dh018	0	1
hor2	dh019	0	1
hor2	dh020	0	1
hor2	dh021	1	0
hor2	dh022	0	1
hor2	dh023	1	0
hor2	dh024	0	1
hor2	dh025	0	1
hor2	dh026	1	0
hor2	dh027	1	0
hor2	dh028	1	0
hor2	dh029	0	1
hor2	dh030	0	1
hor2	dh031	1	0
hor2	dh032	1	0
hor2	dh033	1	0
hor2	dh034	1	0
hor2	dh035	1	0
hor2	dh036	0	1
hor2	dh037	1	0
hor2	dh038	1	0
hor2	dh039	0	1
hor2	dh040	1	0
hor2	dh041	0	1
hor2	dh042	0	1
hor2	dh043	1	0
hor2	dh044	1	0
hor2	dh045	0	1
hor2	dh046	1	0
hor2	dh047	0	1
hor2	dh048	0	1
hor2	dh049	1	0
hor2	dh050	1	0
hor2	dh051	1	0
hor2	dh052	1	0
hor2	dh053	0	1
hor2	dh054	1	0
hor2	dh055	1	0
hor2	dh056	0	1
hor2	dh057	1	0
hor2	dh058	0	1
hor2	dh059	1	0
hor2	dh060	0	1
hor2	dh061	1	0
hor2	dh062	0	1
hor2	dh063	0	1
hor2	dh064	0	1
hor2	dh065	1	0
hor2	dh066	1	0
hor2	dh067	1	0
hor2	dh068	1	0
hor2	dh069	1	0
hor2	dh070	0	1
hor2	dh071	0	1
hor2	dh072	0	1
hor2	dh073	0	1
hor2	dh074	1	0
hor2	dh075	0	1
hor2	dh076	1	0
hor2	dh077	0	1
hor2	dh078	0.67423	0.32577
hor2	dh079	1	0
hor2	dh080	0	1
hor2	dh081	1	0
hor2	dh082	0	1
